specimen_id	cell_type_name	percent_live_cell
611	Activated B cells (ABCs)	0.21
611	ASCs (Plasmablasts)	0.022
611	B:NK doublets (CD19+CD3-CD14-CD56+)	0.14
611	CD3CD19neg	22.5
611	T cells (CD19-CD3+CD14-)	22.1
611	CD56+ CD3high T cells	0.15
611	CD56+CD3+T cells	0.9
611	CD3 Tcells	21.1
611	CD4Tcells	12.3
611	NaiveCD4	6.31
611	TcmCD4	4.35
611	TemraCD4	0.063
611	TemCD4	1.56
611	CD4+CD8+ T cells	0.19
611	CD4-CD8- T cells	1.08
611	CD8Tcells	7.0
611	NaiveCD8	2.81
611	TcmCD8	1.11
611	TemCD8	2.34
611	TemraCD8	0.74
611	T:M doublets (CD19-CD3+CD14+)	0.33
611	CD19-CD3-	67.4
611	NK cells (CD3-CD19-CD56+)	18.4
611	CD3-CD19-CD56- cells	48.9
611	Monocytes	44.0
611	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.82
611	non-pDCs	0.65
611	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.14
611	Conventional dendritic cells (cDCs)	0.51
611	cDC1	0.0038
611	cDC2	0.48
611	pDC	0.69
611	Classical_Monocytes	33.6
611	Intermediate_Monocytes	1.29
611	Non-Classical_Monocytes	6.6
611	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.88
611	Activated granulocytes	0.25
611	Basophils	2.02
611	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.56
611	NK	17.0
611	CD56high NK cells	1.08
612	CD3CD19	0.24
612	CD19+ CD3-	13.4
612	MB doublets (CD19+CD14+)	0.021
612	Bcells	13.3
612	B cells (CD19+CD3-CD14-CD56-)	13.2
612	B cells (CD19+CD20+CD3-CD14-CD56-)	13.2
612	Memory B cells	1.33
612	Naive B cells	11.6
612	Proliferating B cells	0.27
612	Activated B cells (ABCs)	0.26
612	ASCs (Plasmablasts)	0.00569
612	B:NK doublets (CD19+CD3-CD14-CD56+)	0.11
612	CD3CD19neg	23.4
612	T cells (CD19-CD3+CD14-)	22.9
612	CD56+ CD3high T cells	0.1
612	CD56+CD3+T cells	0.86
612	CD3 Tcells	21.9
612	CD4Tcells	13.6
612	NaiveCD4	7.46
612	TcmCD4	4.57
612	TemraCD4	0.066
612	TemCD4	1.49
612	CD4+CD8+ T cells	0.19
612	CD4-CD8- T cells	1.12
612	CD8Tcells	6.54
612	NaiveCD8	3.05
612	TcmCD8	1.03
612	TemCD8	1.88
612	TemraCD8	0.57
612	T:M doublets (CD19-CD3+CD14+)	0.51
612	CD19-CD3-	63.0
612	NK cells (CD3-CD19-CD56+)	11.5
612	CD3-CD19-CD56- cells	51.6
612	Monocytes	46.7
612	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	4.3
612	non-pDCs	0.85
612	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.15
612	Conventional dendritic cells (cDCs)	0.69
612	cDC1	0.00525
612	cDC2	0.62
612	pDC	0.53
612	Classical_Monocytes	37.8
612	Intermediate_Monocytes	1.1
612	Non-Classical_Monocytes	2.59
612	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.8
612	Activated granulocytes	0.18
612	Basophils	2.13
612	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.41
612	NK	10.6
612	CD56high NK cells	0.75
616	CD3CD19	0.17
616	CD19+ CD3-	18.4
616	MB doublets (CD19+CD14+)	0.054
616	Bcells	18.3
616	B cells (CD19+CD3-CD14-CD56-)	18.2
616	B cells (CD19+CD20+CD3-CD14-CD56-)	18.2
616	Memory B cells	0.82
616	Naive B cells	16.6
616	Proliferating B cells	0.74
616	Activated B cells (ABCs)	0.71
616	ASCs (Plasmablasts)	0.025
616	B:NK doublets (CD19+CD3-CD14-CD56+)	0.13
616	CD3CD19neg	23.9
616	T cells (CD19-CD3+CD14-)	23.7
616	CD56+ CD3high T cells	1.18
616	CD56+CD3+T cells	0.66
616	CD3 Tcells	21.8
616	CD4Tcells	7.16
616	NaiveCD4	3.5
616	TcmCD4	2.2
616	TemraCD4	0.1
616	TemCD4	1.35
616	CD4+CD8+ T cells	0.25
616	CD4-CD8- T cells	5.15
616	CD8Tcells	7.14
616	NaiveCD8	2.0
616	TcmCD8	0.35
616	TemCD8	3.51
616	TemraCD8	1.28
616	T:M doublets (CD19-CD3+CD14+)	0.18
616	CD19-CD3-	57.6
616	NK cells (CD3-CD19-CD56+)	30.1
616	CD3-CD19-CD56- cells	27.5
616	Monocytes	21.9
616	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.63
616	non-pDCs	0.99
616	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.16
616	Conventional dendritic cells (cDCs)	0.83
616	cDC1	0.02
616	cDC2	0.73
616	pDC	0.47
616	Classical_Monocytes	16.4
616	Intermediate_Monocytes	0.88
616	Non-Classical_Monocytes	2.97
616	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	5.55
616	Activated granulocytes	0.26
616	Basophils	2.69
616	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.29
616	NK	27.5
616	CD56high NK cells	0.68
617	CD3CD19	0.22
617	CD19+ CD3-	19.4
617	MB doublets (CD19+CD14+)	0.049
617	Bcells	19.3
617	B cells (CD19+CD3-CD14-CD56-)	19.2
617	B cells (CD19+CD20+CD3-CD14-CD56-)	19.2
617	Memory B cells	0.86
617	Naive B cells	17.6
617	Proliferating B cells	0.79
617	Activated B cells (ABCs)	0.76
617	ASCs (Plasmablasts)	0.026
617	B:NK doublets (CD19+CD3-CD14-CD56+)	0.094
617	CD3CD19neg	23.7
617	T cells (CD19-CD3+CD14-)	23.4
617	CD56+ CD3high T cells	1.04
617	CD56+CD3+T cells	0.61
617	CD3 Tcells	21.7
617	CD4Tcells	7.99
617	NaiveCD4	4.29
617	TcmCD4	2.36
617	TemraCD4	0.1
617	TemCD4	1.23
617	CD4+CD8+ T cells	0.24
617	CD4-CD8- T cells	4.72
617	CD8Tcells	6.86
617	NaiveCD8	2.39
617	TcmCD8	0.4
617	TemCD8	3.0
617	TemraCD8	1.07
617	T:M doublets (CD19-CD3+CD14+)	0.33
617	CD19-CD3-	56.7
617	NK cells (CD3-CD19-CD56+)	25.3
617	CD3-CD19-CD56- cells	31.4
617	Monocytes	26.4
617	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.37
617	non-pDCs	0.8
617	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.12
617	Conventional dendritic cells (cDCs)	0.68
617	cDC1	0.016
617	cDC2	0.6
617	pDC	0.43
617	Classical_Monocytes	20.8
617	Intermediate_Monocytes	1.28
617	Non-Classical_Monocytes	2.92
617	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.96
617	Activated granulocytes	0.2
617	Basophils	2.33
617	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.15
617	NK	23.2
617	CD56high NK cells	0.59
618	CD3CD19	0.22
618	CD19+ CD3-	17.1
618	MB doublets (CD19+CD14+)	0.055
618	Bcells	17.0
618	B cells (CD19+CD3-CD14-CD56-)	16.9
618	B cells (CD19+CD20+CD3-CD14-CD56-)	16.9
618	Memory B cells	0.66
618	Naive B cells	15.7
618	Proliferating B cells	0.58
618	Activated B cells (ABCs)	0.55
618	ASCs (Plasmablasts)	0.034
618	B:NK doublets (CD19+CD3-CD14-CD56+)	0.089
618	CD3CD19neg	33.7
618	T cells (CD19-CD3+CD14-)	33.3
618	CD56+ CD3high T cells	1.02
618	CD56+CD3+T cells	0.59
618	CD3 Tcells	31.7
618	CD4Tcells	15.9
618	NaiveCD4	8.83
618	TcmCD4	4.65
618	TemraCD4	0.16
618	TemCD4	2.23
618	CD4+CD8+ T cells	0.47
618	CD4-CD8- T cells	4.76
618	CD8Tcells	8.33
618	NaiveCD8	4.43
618	TcmCD8	0.57
618	TemCD8	2.36
618	TemraCD8	0.96
618	T:M doublets (CD19-CD3+CD14+)	0.35
618	CD19-CD3-	49.0
618	NK cells (CD3-CD19-CD56+)	18.3
618	CD3-CD19-CD56- cells	30.7
618	Monocytes	25.3
618	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.52
618	non-pDCs	1.03
618	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.091
618	Conventional dendritic cells (cDCs)	0.94
618	cDC1	0.016
618	cDC2	0.86
618	pDC	0.35
618	Classical_Monocytes	19.9
618	Intermediate_Monocytes	1.61
618	Non-Classical_Monocytes	2.21
618	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	5.33
618	Activated granulocytes	0.23
618	Basophils	2.09
618	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.73
618	NK	16.5
618	CD56high NK cells	0.8
619	CD3CD19	0.21
619	CD19+ CD3-	23.6
619	MB doublets (CD19+CD14+)	0.074
619	Bcells	23.5
619	B cells (CD19+CD3-CD14-CD56-)	23.4
619	B cells (CD19+CD20+CD3-CD14-CD56-)	23.4
619	Memory B cells	1.04
619	Naive B cells	21.3
619	Proliferating B cells	1.01
619	Activated B cells (ABCs)	0.93
619	ASCs (Plasmablasts)	0.07
619	B:NK doublets (CD19+CD3-CD14-CD56+)	0.11
619	CD3CD19neg	18.6
619	T cells (CD19-CD3+CD14-)	18.2
619	CD56+ CD3high T cells	0.9
619	CD56+CD3+T cells	0.47
619	CD3 Tcells	16.9
619	CD4Tcells	5.35
619	NaiveCD4	2.7
619	TcmCD4	1.51
619	TemraCD4	0.087
619	TemCD4	1.05
619	CD4+CD8+ T cells	0.13
619	CD4-CD8- T cells	4.03
619	CD8Tcells	5.78
619	NaiveCD8	1.72
619	TcmCD8	0.35
619	TemCD8	2.65
619	TemraCD8	1.07
619	T:M doublets (CD19-CD3+CD14+)	0.37
619	CD19-CD3-	57.6
619	NK cells (CD3-CD19-CD56+)	20.8
619	CD3-CD19-CD56- cells	36.8
619	Monocytes	32.1
619	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.0
619	non-pDCs	1.28
619	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.2
619	Conventional dendritic cells (cDCs)	1.09
619	cDC1	0.043
619	cDC2	0.88
619	pDC	0.25
619	Classical_Monocytes	27.1
619	Intermediate_Monocytes	0.61
619	Non-Classical_Monocytes	2.09
619	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.72
619	Activated granulocytes	0.29
619	Basophils	2.5
619	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.67
619	NK	18.4
619	CD56high NK cells	0.93
620	CD3CD19	0.24
620	CD19+ CD3-	27.1
620	MB doublets (CD19+CD14+)	0.067
620	Bcells	27.0
620	B cells (CD19+CD3-CD14-CD56-)	27.0
620	B cells (CD19+CD20+CD3-CD14-CD56-)	27.0
620	Memory B cells	1.08
620	Naive B cells	24.9
620	Proliferating B cells	0.95
620	Activated B cells (ABCs)	0.92
620	ASCs (Plasmablasts)	0.023
620	B:NK doublets (CD19+CD3-CD14-CD56+)	0.084
620	CD3CD19neg	17.2
620	T cells (CD19-CD3+CD14-)	16.9
620	CD56+ CD3high T cells	0.75
620	CD56+CD3+T cells	0.42
620	CD3 Tcells	15.7
620	CD4Tcells	5.36
620	NaiveCD4	2.44
620	TcmCD4	1.68
620	TemraCD4	0.082
620	TemCD4	1.16
620	CD4+CD8+ T cells	0.17
620	CD4-CD8- T cells	4.1
620	CD8Tcells	4.6
620	NaiveCD8	1.35
620	TcmCD8	0.35
620	TemCD8	2.05
620	TemraCD8	0.85
620	T:M doublets (CD19-CD3+CD14+)	0.35
620	CD19-CD3-	55.4
620	NK cells (CD3-CD19-CD56+)	15.9
620	CD3-CD19-CD56- cells	39.6
620	Monocytes	34.2
620	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.72
620	non-pDCs	1.27
620	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.23
620	Conventional dendritic cells (cDCs)	1.03
620	cDC1	0.027
620	cDC2	0.8
620	pDC	0.37
620	Classical_Monocytes	28.2
620	Intermediate_Monocytes	1.23
620	Non-Classical_Monocytes	1.79
620	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	5.34
620	Activated granulocytes	0.19
620	Basophils	2.91
620	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.02
620	NK	13.9
620	CD56high NK cells	0.76
623	CD3CD19	0.15
623	CD19+ CD3-	9.89
623	MB doublets (CD19+CD14+)	0.073
623	Bcells	9.81
623	B cells (CD19+CD3-CD14-CD56-)	9.78
623	B cells (CD19+CD20+CD3-CD14-CD56-)	9.77
623	Memory B cells	1.12
623	Naive B cells	8.15
623	Proliferating B cells	0.49
623	Activated B cells (ABCs)	0.48
623	ASCs (Plasmablasts)	0.00876
623	B:NK doublets (CD19+CD3-CD14-CD56+)	0.032
623	CD3CD19neg	38.5
623	T cells (CD19-CD3+CD14-)	37.5
623	CD56+ CD3high T cells	1.19
623	CD56+CD3+T cells	4.38
623	CD3 Tcells	32.0
623	CD4Tcells	11.2
623	NaiveCD4	6.66
623	TcmCD4	2.23
623	TemraCD4	0.26
623	TemCD4	2.01
623	CD4+CD8+ T cells	0.42
623	CD4-CD8- T cells	1.78
623	CD8Tcells	18.0
623	NaiveCD8	3.6
623	TcmCD8	0.93
623	TemCD8	3.76
623	TemraCD8	9.73
623	T:M doublets (CD19-CD3+CD14+)	1.0
623	CD19-CD3-	51.4
623	NK cells (CD3-CD19-CD56+)	12.3
623	CD3-CD19-CD56- cells	39.1
623	Monocytes	34.9
623	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.88
623	non-pDCs	1.75
623	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.37
623	Conventional dendritic cells (cDCs)	1.38
623	cDC1	0.039
623	cDC2	1.0
623	pDC	0.83
623	Classical_Monocytes	28.2
623	Intermediate_Monocytes	1.47
623	Non-Classical_Monocytes	1.88
623	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.31
623	Activated granulocytes	0.34
623	Basophils	1.06
623	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.81
623	NK	10.9
623	CD56high NK cells	0.77
624	CD3CD19	0.18
624	CD19+ CD3-	14.1
624	MB doublets (CD19+CD14+)	0.047
624	Bcells	14.0
624	B cells (CD19+CD3-CD14-CD56-)	14.0
624	B cells (CD19+CD20+CD3-CD14-CD56-)	14.0
624	Memory B cells	1.57
624	Naive B cells	11.7
624	Proliferating B cells	0.65
624	Activated B cells (ABCs)	0.64
624	ASCs (Plasmablasts)	0.00896
624	B:NK doublets (CD19+CD3-CD14-CD56+)	0.03
624	CD3CD19neg	32.4
624	T cells (CD19-CD3+CD14-)	31.4
624	CD56+ CD3high T cells	1.16
624	CD56+CD3+T cells	3.29
624	CD3 Tcells	27.0
624	CD4Tcells	10.5
624	NaiveCD4	7.13
624	TcmCD4	1.76
624	TemraCD4	0.19
624	TemCD4	1.4
624	CD4+CD8+ T cells	0.4
624	CD4-CD8- T cells	1.61
624	CD8Tcells	14.0
624	NaiveCD8	3.06
624	TcmCD8	0.74
624	TemCD8	3.15
624	TemraCD8	7.07
624	T:M doublets (CD19-CD3+CD14+)	0.92
624	CD19-CD3-	53.4
624	NK cells (CD3-CD19-CD56+)	12.6
624	CD3-CD19-CD56- cells	40.8
624	Monocytes	35.6
624	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	3.1
624	non-pDCs	1.97
624	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.45
624	Conventional dendritic cells (cDCs)	1.52
624	cDC1	0.037
624	cDC2	0.97
624	pDC	0.82
624	Classical_Monocytes	29.8
624	Intermediate_Monocytes	1.09
624	Non-Classical_Monocytes	1.25
624	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	5.2
624	Activated granulocytes	0.22
624	Basophils	1.62
624	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	3.24
624	NK	11.1
624	CD56high NK cells	0.89
625	CD3CD19	0.14
625	CD19+ CD3-	12.7
625	MB doublets (CD19+CD14+)	0.02
625	Bcells	12.7
625	B cells (CD19+CD3-CD14-CD56-)	12.7
625	B cells (CD19+CD20+CD3-CD14-CD56-)	12.7
625	Memory B cells	1.36
625	Naive B cells	10.7
625	Proliferating B cells	0.6
625	Activated B cells (ABCs)	0.57
625	ASCs (Plasmablasts)	0.028
625	B:NK doublets (CD19+CD3-CD14-CD56+)	0.027
625	CD3CD19neg	43.7
625	T cells (CD19-CD3+CD14-)	43.1
625	CD56+ CD3high T cells	0.87
625	CD56+CD3+T cells	4.06
625	CD3 Tcells	38.1
625	CD4Tcells	16.9
625	NaiveCD4	10.9
625	TcmCD4	3.77
625	TemraCD4	0.25
625	TemCD4	1.99
625	CD4+CD8+ T cells	0.43
625	CD4-CD8- T cells	2.09
625	CD8Tcells	18.1
625	NaiveCD8	5.93
625	TcmCD8	1.19
625	TemCD8	3.77
625	TemraCD8	7.18
625	T:M doublets (CD19-CD3+CD14+)	0.67
625	CD19-CD3-	43.4
625	NK cells (CD3-CD19-CD56+)	9.7
625	CD3-CD19-CD56- cells	33.7
625	Monocytes	29.3
625	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.78
625	non-pDCs	1.0
625	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.28
625	Conventional dendritic cells (cDCs)	0.72
625	cDC1	0.015
625	cDC2	0.64
625	pDC	0.58
625	Classical_Monocytes	26.2
625	Intermediate_Monocytes	0.41
625	Non-Classical_Monocytes	0.76
625	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.42
625	Activated granulocytes	0.07
625	Basophils	0.96
625	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	3.31
625	NK	8.5
625	CD56high NK cells	0.7
626	CD3CD19	0.11
626	CD19+ CD3-	12.9
626	MB doublets (CD19+CD14+)	0.056
626	Bcells	12.9
626	B cells (CD19+CD3-CD14-CD56-)	12.8
626	B cells (CD19+CD20+CD3-CD14-CD56-)	12.8
626	Memory B cells	1.33
626	Naive B cells	11.0
626	Proliferating B cells	0.53
626	Activated B cells (ABCs)	0.51
626	ASCs (Plasmablasts)	0.016
626	B:NK doublets (CD19+CD3-CD14-CD56+)	0.032
626	CD3CD19neg	30.2
626	T cells (CD19-CD3+CD14-)	29.4
626	CD56+ CD3high T cells	0.9
626	CD56+CD3+T cells	3.82
626	CD3 Tcells	24.7
626	CD4Tcells	6.58
626	NaiveCD4	4.33
626	TcmCD4	1.26
626	TemraCD4	0.13
626	TemCD4	0.86
626	CD4+CD8+ T cells	0.32
626	CD4-CD8- T cells	1.53
626	CD8Tcells	15.9
626	NaiveCD8	2.87
626	TcmCD8	0.85
626	TemCD8	3.55
626	TemraCD8	8.62
626	T:M doublets (CD19-CD3+CD14+)	0.8
626	CD19-CD3-	56.7
626	NK cells (CD3-CD19-CD56+)	10.9
626	CD3-CD19-CD56- cells	45.9
626	Monocytes	42.9
626	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.35
626	non-pDCs	1.68
626	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.43
626	Conventional dendritic cells (cDCs)	1.25
626	cDC1	0.026
626	cDC2	0.64
626	pDC	0.42
626	Classical_Monocytes	38.6
626	Intermediate_Monocytes	0.64
626	Non-Classical_Monocytes	0.87
626	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	2.97
626	Activated granulocytes	0.16
626	Basophils	0.5
626	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.21
626	NK	9.74
626	CD56high NK cells	0.59
627	CD3CD19	0.14
627	CD19+ CD3-	13.5
627	MB doublets (CD19+CD14+)	0.045
627	Bcells	13.4
627	B cells (CD19+CD3-CD14-CD56-)	13.4
627	B cells (CD19+CD20+CD3-CD14-CD56-)	13.4
627	Memory B cells	1.7
627	Naive B cells	11.1
627	Proliferating B cells	0.64
627	Activated B cells (ABCs)	0.63
627	ASCs (Plasmablasts)	0.011
627	B:NK doublets (CD19+CD3-CD14-CD56+)	0.03
627	CD3CD19neg	30.8
627	T cells (CD19-CD3+CD14-)	30.2
627	CD56+ CD3high T cells	0.65
627	CD56+CD3+T cells	3.92
627	CD3 Tcells	25.7
627	CD4Tcells	8.81
627	NaiveCD4	5.03
627	TcmCD4	2.08
627	TemraCD4	0.22
627	TemCD4	1.47
627	CD4+CD8+ T cells	0.36
627	CD4-CD8- T cells	1.7
627	CD8Tcells	14.2
627	NaiveCD8	2.34
627	TcmCD8	1.0
627	TemCD8	3.49
627	TemraCD8	7.39
627	T:M doublets (CD19-CD3+CD14+)	0.53
627	CD19-CD3-	55.6
627	NK cells (CD3-CD19-CD56+)	12.2
627	CD3-CD19-CD56- cells	43.4
627	Monocytes	35.6
627	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	2.78
627	non-pDCs	1.71
627	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.35
627	Conventional dendritic cells (cDCs)	1.36
627	cDC1	0.036
627	cDC2	1.1
627	pDC	0.58
627	Classical_Monocytes	29.2
627	Intermediate_Monocytes	1.07
627	Non-Classical_Monocytes	2.01
627	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	7.94
627	Activated granulocytes	0.28
627	Basophils	0.73
627	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	6.66
627	NK	10.7
627	CD56high NK cells	0.74
630	CD3CD19	0.21
630	CD19+ CD3-	14.3
630	MB doublets (CD19+CD14+)	0.018
630	Bcells	14.3
630	B cells (CD19+CD3-CD14-CD56-)	14.3
630	B cells (CD19+CD20+CD3-CD14-CD56-)	14.3
630	Memory B cells	1.69
630	Naive B cells	11.5
630	Proliferating B cells	1.11
630	Activated B cells (ABCs)	1.04
630	ASCs (Plasmablasts)	0.056
630	B:NK doublets (CD19+CD3-CD14-CD56+)	0.028
630	CD3CD19neg	50.3
630	T cells (CD19-CD3+CD14-)	49.6
630	CD56+ CD3high T cells	0.88
630	CD56+CD3+T cells	0.82
630	CD3 Tcells	47.9
630	CD4Tcells	30.6
630	NaiveCD4	14.9
630	TcmCD4	8.73
630	TemraCD4	0.34
630	TemCD4	6.6
630	CD4+CD8+ T cells	0.2
630	CD4-CD8- T cells	4.77
630	CD8Tcells	11.1
630	NaiveCD8	5.67
630	TcmCD8	0.66
630	TemCD8	2.24
630	TemraCD8	2.52
630	T:M doublets (CD19-CD3+CD14+)	0.64
630	CD19-CD3-	35.2
630	NK cells (CD3-CD19-CD56+)	9.06
630	CD3-CD19-CD56- cells	26.2
630	Monocytes	22.5
630	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.34
630	non-pDCs	0.79
630	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.084
630	Conventional dendritic cells (cDCs)	0.7
630	cDC1	0.023
630	cDC2	0.6
630	pDC	0.49
630	Classical_Monocytes	18.6
630	Intermediate_Monocytes	0.61
630	Non-Classical_Monocytes	1.72
630	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.66
630	Activated granulocytes	0.17
630	Basophils	1.5
630	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	1.78
630	NK	7.36
630	CD56high NK cells	1.24
631	CD3CD19	0.19
631	CD19+ CD3-	14.5
631	MB doublets (CD19+CD14+)	0.016
631	Bcells	14.5
631	B cells (CD19+CD3-CD14-CD56-)	14.5
631	B cells (CD19+CD20+CD3-CD14-CD56-)	14.5
631	Memory B cells	1.71
631	Naive B cells	11.8
631	Proliferating B cells	1.04
631	Activated B cells (ABCs)	1.0
631	ASCs (Plasmablasts)	0.035
631	B:NK doublets (CD19+CD3-CD14-CD56+)	0.017
631	CD3CD19neg	53.7
631	T cells (CD19-CD3+CD14-)	52.9
631	CD56+ CD3high T cells	0.65
631	CD56+CD3+T cells	0.66
631	CD3 Tcells	51.6
631	CD4Tcells	33.2
631	NaiveCD4	18.8
631	TcmCD4	8.69
631	TemraCD4	0.28
631	TemCD4	5.4
631	CD4+CD8+ T cells	0.19
631	CD4-CD8- T cells	4.34
631	CD8Tcells	12.6
631	NaiveCD8	7.68
631	TcmCD8	0.62
631	TemCD8	2.05
631	TemraCD8	2.29
631	T:M doublets (CD19-CD3+CD14+)	0.76
631	CD19-CD3-	31.6
631	NK cells (CD3-CD19-CD56+)	7.31
631	CD3-CD19-CD56- cells	24.3
631	Monocytes	20.5
631	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.14
631	non-pDCs	0.65
631	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.076
631	Conventional dendritic cells (cDCs)	0.58
631	cDC1	0.022
631	cDC2	0.47
631	pDC	0.43
631	Classical_Monocytes	16.3
631	Intermediate_Monocytes	1.01
631	Non-Classical_Monocytes	1.71
631	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	3.82
631	Activated granulocytes	0.15
631	Basophils	1.45
631	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.03
631	NK	5.82
631	CD56high NK cells	1.06
632	CD3CD19	0.17
632	CD19+ CD3-	13.3
632	MB doublets (CD19+CD14+)	0.01
632	Bcells	13.2
632	B cells (CD19+CD3-CD14-CD56-)	13.2
632	B cells (CD19+CD20+CD3-CD14-CD56-)	13.2
632	Memory B cells	1.72
632	Naive B cells	10.3
632	Proliferating B cells	1.17
632	Activated B cells (ABCs)	1.12
632	ASCs (Plasmablasts)	0.047
632	B:NK doublets (CD19+CD3-CD14-CD56+)	0.028
632	CD3CD19neg	51.5
632	T cells (CD19-CD3+CD14-)	51.0
632	CD56+ CD3high T cells	0.84
632	CD56+CD3+T cells	0.9
632	CD3 Tcells	49.2
632	CD4Tcells	30.4
632	NaiveCD4	14.2
632	TcmCD4	9.44
632	TemraCD4	0.27
632	TemCD4	6.42
632	CD4+CD8+ T cells	0.16
632	CD4-CD8- T cells	5.12
632	CD8Tcells	12.3
632	NaiveCD8	6.35
632	TcmCD8	0.63
632	TemCD8	2.31
632	TemraCD8	3.01
632	T:M doublets (CD19-CD3+CD14+)	0.5
632	CD19-CD3-	35.1
632	NK cells (CD3-CD19-CD56+)	12.7
632	CD3-CD19-CD56- cells	22.4
632	Monocytes	17.9
632	CD3-CD19-CD56-HLA-DR+CD14-CD16- cells	1.22
632	non-pDCs	0.86
632	CD3-CD19-CD56-CD14-CD16-CD123-CD11c-HLA-DR+cells	0.085
632	Conventional dendritic cells (cDCs)	0.77
632	cDC1	0.022
632	cDC2	0.63
632	pDC	0.3
632	Classical_Monocytes	14.4
632	Intermediate_Monocytes	0.55
632	Non-Classical_Monocytes	1.36
632	Lineage - cells (CD3-CD19-CD56-HLA-DR-)	4.49
632	Activated granulocytes	0.11
632	Basophils	1.94
632	Lineage negative cells (CD3-CD19-CD56-HLA-DR-CD123-CD66b-)	2.12
632	NK	10.8
632	CD56high NK cells	1.27
633	CD3CD19	0.3
633	CD19+ CD3-	19.7
633	MB doublets (CD19+CD14+)	0.021
633	Bcells	19.7
633	B cells (CD19+CD3-CD14-CD56-)	19.7
633	B cells (CD19+CD20+CD3-CD14-CD56-)	19.7
633	Memory B cells	2.27
633	Naive B cells	15.9
633	Proliferating B cells	1.51
633	Activated B cells (ABCs)	1.42
633	ASCs (Plasmablasts)	0.08
633	B:NK doublets (CD19+CD3-CD14-CD56+)	0.033
