protein_id	specimen_id	lower_limit_of_quantitation	protein_expression	quality_control	unit	upper_limit_of_quantitation
Q03431	46	0.89964	1.80902	Pass	Normalized Protein eXpression	nan
Q13490	46	0.97434	0.97434	Pass	Normalized Protein eXpression	nan
P28845	46	0.85422	3.03902	Pass	Normalized Protein eXpression	nan
P35240	46	-0.91764	-0.91764	Pass	Normalized Protein eXpression	nan
Q9HCM2	46	1.21399	7.72222	Pass	Normalized Protein eXpression	nan
Q9UQQ2	46	1.47484	4.42606	Pass	Normalized Protein eXpression	nan
Q96P31	46	1.13146	1.13146	Pass	Normalized Protein eXpression	nan
Q07065	46	0.92759	4.97183	Pass	Normalized Protein eXpression	nan
P05412	46	0.44482	0.44482	Pass	Normalized Protein eXpression	nan
O94992	46	0.87784	5.15382	Pass	Normalized Protein eXpression	nan
Q8WXI8	46	-0.49584	2.35446	Pass	Normalized Protein eXpression	nan
Q04759	46	1.21837	3.63684	Pass	Normalized Protein eXpression	nan
P16455	46	0.60363	4.33299	Pass	Normalized Protein eXpression	nan
Q9NP99	46	-3.27533	-0.32168	Pass	Normalized Protein eXpression	nan
P78310	46	0.39769	1.84387	Pass	Normalized Protein eXpression	nan
P22301	46	1.6296	4.50798	Pass	Normalized Protein eXpression	nan
P78362	46	0.43217	0.64677	Pass	Normalized Protein eXpression	nan
Q13241	46	1.34491	6.76579	Pass	Normalized Protein eXpression	nan
O14867	46	0.97071	1.76971	Pass	Normalized Protein eXpression	nan
Q6ZUJ8	46	0.9965	3.22249	Pass	Normalized Protein eXpression	nan
O43597	46	1.19063	2.40471	Pass	Normalized Protein eXpression	nan
P52823	46	0.51524	6.44114	Pass	Normalized Protein eXpression	nan
P27540	46	2.92929	2.92929	Pass	Normalized Protein eXpression	nan
P58499	46	1.00622	4.65609	Pass	Normalized Protein eXpression	nan
O60880	46	0.77129	2.03376	Pass	Normalized Protein eXpression	nan
Q05084	46	1.46808	1.47479	Pass	Normalized Protein eXpression	nan
O00273	46	0.82064	5.96484	Pass	Normalized Protein eXpression	nan
Q96PD2	46	0.57076	9.04572	Pass	Normalized Protein eXpression	nan
Q6DN72	46	0.43869	4.86788	Pass	Normalized Protein eXpression	nan
O76036	46	0.94884	2.83094	Pass	Normalized Protein eXpression	nan
P48061	46	1.16403	1.16403	Pass	Normalized Protein eXpression	nan
P15514	46	0.76687	2.91692	Pass	Normalized Protein eXpression	nan
Q8IU57	46	1.10678	1.10678	Pass	Normalized Protein eXpression	nan
Q9UN19	46	1.5414	2.7342	Pass	Normalized Protein eXpression	nan
Q9Y2J8	46	1.06422	1.1169	Pass	Normalized Protein eXpression	nan
Q9Y3P8	46	0.76831	3.01285	Pass	Normalized Protein eXpression	nan
P48740	46	0.03242	2.51913	Pass	Normalized Protein eXpression	nan
Q9UQV4	46	1.13762	4.47389	Pass	Normalized Protein eXpression	nan
Q9BXN2	46	0.81368	2.90642	Pass	Normalized Protein eXpression	nan
Q6EIG7	46	0.6826	2.85597	Pass	Normalized Protein eXpression	nan
O95786	46	1.15559	3.26398	Pass	Normalized Protein eXpression	nan
P42701	46	0.98978	2.19907	Pass	Normalized Protein eXpression	nan
Q92844	46	1.75015	2.05407	Pass	Normalized Protein eXpression	nan
Q9UKX5	46	0.84376	2.00689	Pass	Normalized Protein eXpression	nan
P52294	46	0.82712	0.82712	Pass	Normalized Protein eXpression	nan
P18627	46	1.08066	2.96783	Pass	Normalized Protein eXpression	nan
P05113	46	0.64146	0.95801	Pass	Normalized Protein eXpression	nan
Q01151	46	0.78714	3.79848	Pass	Normalized Protein eXpression	nan
P18564	46	0.79855	3.48386	Pass	Normalized Protein eXpression	nan
P78410	46	0.8247	3.7994	Pass	Normalized Protein eXpression	nan
P10145	46	1.76831	6.20975	Pass	Normalized Protein eXpression	nan
Q07011	46	0.06083	6.09338	Pass	Normalized Protein eXpression	nan
Q02763	46	1.35677	7.6054	Pass	Normalized Protein eXpression	nan
P80098	46	0.76805	4.04986	Pass	Normalized Protein eXpression	nan
P29965	46	1.11253	7.17495	Pass	Normalized Protein eXpression	nan
P01583	46	2.19049	2.19049	Pass	Normalized Protein eXpression	nan
Q9BZW8	46	0.68579	6.2137	Pass	Normalized Protein eXpression	nan
P01133	46	1.10642	9.65632	Pass	Normalized Protein eXpression	nan
Q15389	46	0.64209	9.25627	Pass	Normalized Protein eXpression	nan
P13232	46	0.84021	4.2178	Pass	Normalized Protein eXpression	nan
P49763	46	1.72873	7.81521	Pass	Normalized Protein eXpression	nan
Q9Y653	46	0.69203	0.69203	Pass	Normalized Protein eXpression	nan
P13500	46	0.61148	10.66356	Pass	Normalized Protein eXpression	nan
O95727	46	0.32476	5.55224	Pass	Normalized Protein eXpression	nan
O14625	46	1.04797	10.41471	Pass	Normalized Protein eXpression	nan
Q99616	46	0.99965	12.34829	Pass	Normalized Protein eXpression	nan
P50591	46	0.29771	7.43394	Pass	Normalized Protein eXpression	nan
Q07325	46	0.74738	7.51643	Pass	Normalized Protein eXpression	nan
P01732	46	0.77683	10.52363	Pass	Normalized Protein eXpression	nan
Q16790	46	-0.03299	4.26289	Pass	Normalized Protein eXpression	nan
P01574	46	1.09494	1.09494	Pass	Normalized Protein eXpression	nan
P00813	46	-0.47292	2.74982	Pass	Normalized Protein eXpression	nan
P01730	46	-0.96613	0.90413	Pass	Normalized Protein eXpression	nan
P29474	46	0.54836	0.54836	Pass	Normalized Protein eXpression	nan
P60568	46	0.73162	0.73162	Pass	Normalized Protein eXpression	nan
O00182	46	1.74286	7.57281	Pass	Normalized Protein eXpression	nan
P35968	46	-0.31619	6.57542	Pass	Normalized Protein eXpression	nan
P25942	46	0.96605	12.10134	Pass	Normalized Protein eXpression	nan
Q14116	46	0.81842	9.44968	Pass	Normalized Protein eXpression	nan
P20718	46	1.44801	4.99182	Pass	Normalized Protein eXpression	nan
P49767	46	-0.83065	1.46293	Pass	Normalized Protein eXpression	nan
P01137	46	0.30101	1.81516	Pass	Normalized Protein eXpression	nan
P09341	46	2.51127	9.45946	Pass	Normalized Protein eXpression	nan
O43557	46	1.48542	4.90292	Pass	Normalized Protein eXpression	nan
O95760	46	1.17001	1.17001	Pass	Normalized Protein eXpression	nan
O43508	46	0.57673	9.02957	Pass	Normalized Protein eXpression	nan
P01127	46	1.2306	11.59291	Pass	Normalized Protein eXpression	nan
Q15116	46	0.96388	3.51002	Pass	Normalized Protein eXpression	nan
P48023	46	1.08608	6.31565	Pass	Normalized Protein eXpression	nan
Q99731	46	1.09786	9.82847	Pass	Normalized Protein eXpression	nan
P80075	46	0.93715	8.27567	Pass	Normalized Protein eXpression	nan
P13236	46	1.23142	7.66222	Pass	Normalized Protein eXpression	nan
Q14213,P29459	46	0.69935	0.69935	Pass	Normalized Protein eXpression	nan
P09382	46	0.93308	6.57529	Pass	Normalized Protein eXpression	nan
Q9NZQ7	46	1.38518	5.03689	Pass	Normalized Protein eXpression	nan
P26842	46	1.32784	8.19065	Pass	Normalized Protein eXpression	nan
P42830	46	1.09124	11.78034	Pass	Normalized Protein eXpression	nan
P14210	46	1.18589	6.89774	Pass	Normalized Protein eXpression	nan
P12544	46	-0.52628	5.54009	Pass	Normalized Protein eXpression	nan
P09601	46	2.59798	12.45157	Pass	Normalized Protein eXpression	nan
P78423	46	0.23477	5.65349	Pass	Normalized Protein eXpression	nan
P02778	46	-0.49055	8.92945	Pass	Normalized Protein eXpression	nan
P32970	46	0.25899	3.12483	Pass	Normalized Protein eXpression	nan
Q9NP84	46	0.98125	5.52372	Pass	Normalized Protein eXpression	nan
P55773	46	1.08332	10.81468	Pass	Normalized Protein eXpression	nan
P06127	46	0.26383	5.41387	Pass	Normalized Protein eXpression	nan
P10147	46	0.78595	5.71669	Pass	Normalized Protein eXpression	nan
P09237	46	1.39934	10.77443	Pass	Normalized Protein eXpression	nan
P07585	46	0.79796	4.57506	Pass	Normalized Protein eXpression	nan
O75509	46	0.78951	8.03115	Pass	Normalized Protein eXpression	nan
P43489	46	1.80556	4.69697	Pass	Normalized Protein eXpression	nan
Q29983,Q29980	46	0.12298	4.08722	Pass	Normalized Protein eXpression	nan
Q92583	46	0.15595	11.34075	Pass	Normalized Protein eXpression	nan
P21246	46	-0.40973	-0.40973	Pass	Normalized Protein eXpression	nan
P01579	46	1.21747	1.49444	Pass	Normalized Protein eXpression	nan
Q14790	46	0.59442	5.96188	Pass	Normalized Protein eXpression	nan
O75144	46	0.86695	5.69142	Pass	Normalized Protein eXpression	nan
P39900	46	-0.30081	6.48506	Pass	Normalized Protein eXpression	nan
O43927	46	0.39592	8.40787	Pass	Normalized Protein eXpression	nan
Q9BQ51	46	0.06975	2.00513	Pass	Normalized Protein eXpression	nan
P15692	46	1.26213	8.20367	Pass	Normalized Protein eXpression	nan
P05112	46	-0.13459	-0.13459	Pass	Normalized Protein eXpression	nan
Q9HBE4	46	1.1857	1.1857	Pass	Normalized Protein eXpression	nan
P35225	46	1.01539	1.01539	Pass	Normalized Protein eXpression	nan
P78556	46	0.99503	5.54387	Pass	Normalized Protein eXpression	nan
P01375	46	1.40285	1.40285	Pass	Normalized Protein eXpression	nan
P10144	46	0.54187	2.87977	Pass	Normalized Protein eXpression	nan
P29459,P29460	46	-0.00596	7.48723	Pass	Normalized Protein eXpression	nan
P09603	46	-0.50076	8.20079	Pass	Normalized Protein eXpression	nan
Q9H6B4	46	1.11092	3.53805	Pass	Normalized Protein eXpression	nan
Q96JA1	46	1.14658	4.14326	Pass	Normalized Protein eXpression	nan
O95502	46	1.28086	3.90873	Pass	Normalized Protein eXpression	nan
P23526	46	1.55207	1.55207	Pass	Normalized Protein eXpression	nan
P52888	46	1.77792	6.30749	Pass	Normalized Protein eXpression	nan
P43234	46	0.50211	2.29476	Pass	Normalized Protein eXpression	nan
Q96LA6	46	1.30854	4.91729	Pass	Normalized Protein eXpression	nan
Q04900	46	1.13971	4.93353	Pass	Normalized Protein eXpression	nan
P20711	46	1.16815	6.20363	Pass	Normalized Protein eXpression	nan
Q9NPH0	46	0.77476	4.51228	Pass	Normalized Protein eXpression	nan
Q03403	46	-0.01481	4.01816	Pass	Normalized Protein eXpression	nan
P25815	46	1.34157	1.34157	Pass	Normalized Protein eXpression	nan
O15123	46	0.81732	1.8426	Pass	Normalized Protein eXpression	nan
Q9Y5K6	46	1.55884	5.0915	Pass	Normalized Protein eXpression	nan
O43827	46	0.35752	2.27343	Pass	Normalized Protein eXpression	nan
Q9NY25	46	1.18984	4.72188	Pass	Normalized Protein eXpression	nan
Q9GZM7	46	1.05249	3.965	Pass	Normalized Protein eXpression	nan
P35754	46	1.85123	1.85123	Pass	Normalized Protein eXpression	nan
P09104	46	1.33845	5.48103	Pass	Normalized Protein eXpression	nan
O95544	46	1.058	4.09825	Pass	Normalized Protein eXpression	nan
Q9UBU3	46	0.86118	2.503	Pass	Normalized Protein eXpression	nan
P50452	46	2.76467	4.31155	Pass	Normalized Protein eXpression	nan
P35237	46	1.33965	5.06342	Pass	Normalized Protein eXpression	nan
Q9HBB8	46	0.85941	3.76301	Pass	Normalized Protein eXpression	nan
Q76M96	46	2.02123	6.06933	Pass	Normalized Protein eXpression	nan
Q9NR28	46	2.77598	3.71881	Pass	Normalized Protein eXpression	nan
Q8N1Q1	46	1.22512	7.81194	Pass	Normalized Protein eXpression	nan
Q13275	46	1.57882	3.2001	Pass	Normalized Protein eXpression	nan
O43240	46	1.69848	3.18776	Pass	Normalized Protein eXpression	nan
Q9UKJ0	46	1.12548	6.16144	Pass	Normalized Protein eXpression	nan
O95841	46	-0.06951	3.40974	Pass	Normalized Protein eXpression	nan
P51693	46	1.58884	6.68542	Pass	Normalized Protein eXpression	nan
Q8IZP9	46	0.80795	3.41553	Pass	Normalized Protein eXpression	nan
P19971	46	1.14866	7.74408	Pass	Normalized Protein eXpression	nan
O75791	46	1.3144	3.26112	Pass	Normalized Protein eXpression	nan
A6NI73	46	1.54049	4.5794	Pass	Normalized Protein eXpression	nan
P00352	46	1.26539	2.41561	Pass	Normalized Protein eXpression	nan
P40259	46	0.67358	3.19059	Pass	Normalized Protein eXpression	nan
P09525	46	1.25367	1.72638	Pass	Normalized Protein eXpression	nan
P50995	46	0.37254	2.71358	Pass	Normalized Protein eXpression	nan
Q9Y286	46	0.67089	3.17059	Pass	Normalized Protein eXpression	nan
P26010	46	1.45454	1.45454	Pass	Normalized Protein eXpression	nan
P09417	46	1.85657	5.78166	Pass	Normalized Protein eXpression	nan
O00161	46	0.84723	2.54043	Pass	Normalized Protein eXpression	nan
P27695	46	0.87527	1.31984	Pass	Normalized Protein eXpression	nan
O75356	46	0.42768	2.30297	Pass	Normalized Protein eXpression	nan
Q9H4D0	46	1.49983	3.58841	Pass	Normalized Protein eXpression	nan
P21964	46	2.01635	4.42323	Pass	Normalized Protein eXpression	nan
Q15846	46	0.54408	4.28614	Pass	Normalized Protein eXpression	nan
P51858	46	0.69669	0.69669	Pass	Normalized Protein eXpression	nan
Q6WN34	46	-0.36512	2.60582	Pass	Normalized Protein eXpression	nan
P09668	46	2.46898	2.46898	Pass	Normalized Protein eXpression	nan
Q15155	46	-0.00552	5.20741	Pass	Normalized Protein eXpression	nan
P16083	46	1.20173	1.20173	Pass	Normalized Protein eXpression	nan
Q9BQB4	46	1.00506	5.14735	Pass	Normalized Protein eXpression	nan
Q92520	46	0.63946	6.03154	Pass	Normalized Protein eXpression	nan
Q8NBS9	46	0.58008	3.17751	Pass	Normalized Protein eXpression	nan
P41236	46	1.67236	3.59151	Pass	Normalized Protein eXpression	nan
Q9UHL4	46	1.05458	1.77404	Pass	Normalized Protein eXpression	nan
Q86VZ4	46	1.12099	4.41384	Pass	Normalized Protein eXpression	nan
Q9UHX3	46	0.90058	3.89105	Pass	Normalized Protein eXpression	nan
Q6UWV6	46	0.8773	5.01697	Pass	Normalized Protein eXpression	nan
Q8WTU2	46	0.81887	0.81887	Pass	Normalized Protein eXpression	nan
Q8NI22	46	1.01207	3.64899	Pass	Normalized Protein eXpression	nan
Q9BYZ8	46	2.0946	7.68501	Pass	Normalized Protein eXpression	nan
Q8NBJ7	46	0.63176	5.18825	Pass	Normalized Protein eXpression	nan
Q8WVQ1	46	1.11328	5.16405	Pass	Normalized Protein eXpression	nan
P29017	46	1.71959	6.56725	Pass	Normalized Protein eXpression	nan
P22466	46	0.98938	5.5883	Pass	Normalized Protein eXpression	nan
P19022	46	0.48994	2.70865	Pass	Normalized Protein eXpression	nan
Q06418	46	0.78785	2.64361	Pass	Normalized Protein eXpression	nan
P46109	46	1.31325	5.51364	Pass	Normalized Protein eXpression	nan
Q8WX77	46	1.24459	2.71283	Pass	Normalized Protein eXpression	nan
Q9BZR6	46	0.77159	1.69886	Pass	Normalized Protein eXpression	nan
P13611	46	1.22148	3.72168	Pass	Normalized Protein eXpression	nan
P09467	46	1.42709	2.31431	Pass	Normalized Protein eXpression	nan
P01222	46	1.20455	4.76114	Pass	Normalized Protein eXpression	nan
P46379	46	1.07815	3.55194	Pass	Normalized Protein eXpression	nan
Q92692	46	0.87203	6.42946	Pass	Normalized Protein eXpression	nan
P05089	46	2.04054	2.04054	Pass	Normalized Protein eXpression	nan
P40818	46	1.26597	1.85684	Pass	Normalized Protein eXpression	nan
Q02790	46	0.6775	0.86482	Pass	Normalized Protein eXpression	nan
P31431	46	1.22702	5.7385	Pass	Normalized Protein eXpression	nan
Q9NWQ8	46	1.55256	3.05536	Pass	Normalized Protein eXpression	nan
Q16773	46	2.05163	8.03841	Pass	Normalized Protein eXpression	nan
P98082	46	1.48709	2.00135	Pass	Normalized Protein eXpression	nan
Q9NQX5	46	1.61826	5.68248	Pass	Normalized Protein eXpression	nan
Q641Q3	46	1.46693	4.29253	Pass	Normalized Protein eXpression	nan
Q16820	46	0.90702	1.55949	Pass	Normalized Protein eXpression	nan
Q01973	46	0.56772	2.42345	Pass	Normalized Protein eXpression	nan
NT-proBNP	46	1.59256	4.94456	Pass	Normalized Protein eXpression	nan
P12724	46	1.57095	6.39387	Pass	Normalized Protein eXpression	nan
Q96SB3	155	1.04249	3.56764	Pass	Normalized Protein eXpression	nan
P16278	155	1.26187	1.61647	Pass	Normalized Protein eXpression	nan
O75475	155	1.26807	1.71221	Pass	Normalized Protein eXpression	nan
Q05516	155	0.7018	3.7351	Pass	Normalized Protein eXpression	nan
Q9NWZ3	155	1.52904	1.52904	Pass	Normalized Protein eXpression	nan
Q15661	155	0.86232	3.53616	Pass	Normalized Protein eXpression	nan
P14317	155	0.92094	4.78859	Pass	Normalized Protein eXpression	nan
Q9UHC6	155	0.89232	2.32052	Pass	Normalized Protein eXpression	nan
Q6UXB4	155	1.22117	3.28922	Pass	Normalized Protein eXpression	nan
Q00978	155	1.17154	2.88795	Pass	Normalized Protein eXpression	nan
Q9UNE0	155	1.50621	3.40526	Pass	Normalized Protein eXpression	nan
P05231	155	1.09691	2.09771	Pass	Normalized Protein eXpression	nan
Q13574	155	0.65881	0.65881	Pass	Normalized Protein eXpression	nan
Q8WTT0	155	1.00541	3.88803	Pass	Normalized Protein eXpression	nan
P51617	155	0.26049	2.43584	Pass	Normalized Protein eXpression	nan
Q9UMR7	155	1.13912	4.52681	Pass	Normalized Protein eXpression	nan
Q06830	155	1.04951	2.09232	Pass	Normalized Protein eXpression	nan
P30048	155	0.20992	0.61449	Pass	Normalized Protein eXpression	nan
P09038	155	0.54183	0.54183	Pass	Normalized Protein eXpression	nan
P30044	155	0.88832	7.18441	Pass	Normalized Protein eXpression	nan
Q8N608	155	0.62778	1.85193	Pass	Normalized Protein eXpression	nan
Q9C035	155	1.03969	3.24319	Pass	Normalized Protein eXpression	nan
Q14203	155	1.19409	4.54706	Pass	Normalized Protein eXpression	nan
P23229	155	0.81578	1.22303	Pass	Normalized Protein eXpression	nan
Q15517	155	2.62778	2.84383	Pass	Normalized Protein eXpression	nan
Q14435	155	1.31693	2.38113	Pass	Normalized Protein eXpression	nan
Q96DB9	155	1.66908	1.66908	Pass	Normalized Protein eXpression	nan
Q12933	155	1.52693	3.23997	Pass	Normalized Protein eXpression	nan
P19474	155	0.55694	3.05688	Pass	Normalized Protein eXpression	nan
Q8NHJ6	155	1.06875	3.51963	Pass	Normalized Protein eXpression	nan
P34130	155	0.70994	0.72399	Pass	Normalized Protein eXpression	nan
P08727	155	1.19379	2.68552	Pass	Normalized Protein eXpression	nan
O43736	155	0.6847	3.18793	Pass	Normalized Protein eXpression	nan
P50135	155	2.02178	8.92846	Pass	Normalized Protein eXpression	nan
P51671	155	1.38969	8.80155	Pass	Normalized Protein eXpression	nan
Q7Z6M3	155	1.6338	4.36329	Pass	Normalized Protein eXpression	nan
Q9GZT9	155	0.97546	1.38658	Pass	Normalized Protein eXpression	nan
Q12968	155	0.54773	0.73347	Pass	Normalized Protein eXpression	nan
O60449	155	1.60914	2.29584	Pass	Normalized Protein eXpression	nan
P63241	155	1.04843	1.04843	Pass	Normalized Protein eXpression	nan
Q04637	155	1.02182	5.93998	Pass	Normalized Protein eXpression	nan
P10747	155	1.69189	1.69189	Pass	Normalized Protein eXpression	nan
Q03431	155	0.89964	1.9959	Pass	Normalized Protein eXpression	nan
Q13490	155	0.97434	0.97434	Pass	Normalized Protein eXpression	nan
P28845	155	0.85422	3.17363	Pass	Normalized Protein eXpression	nan
P35240	155	-0.91764	-0.91764	Pass	Normalized Protein eXpression	nan
Q9HCM2	155	1.21399	7.59704	Pass	Normalized Protein eXpression	nan
Q9UQQ2	155	1.47484	3.67046	Pass	Normalized Protein eXpression	nan
Q96P31	155	1.13146	1.18642	Pass	Normalized Protein eXpression	nan
Q07065	155	0.92759	4.42264	Pass	Normalized Protein eXpression	nan
P05412	155	0.44482	0.44482	Pass	Normalized Protein eXpression	nan
O94992	155	0.87784	4.51078	Pass	Normalized Protein eXpression	nan
Q8WXI8	155	-0.49584	3.70888	Pass	Normalized Protein eXpression	nan
Q04759	155	1.21837	3.29317	Pass	Normalized Protein eXpression	nan
P16455	155	0.60363	4.0025	Pass	Normalized Protein eXpression	nan
Q9NP99	155	-3.27533	0.35057	Pass	Normalized Protein eXpression	nan
P78310	155	0.39769	1.57772	Pass	Normalized Protein eXpression	nan
P22301	155	1.6296	4.22024	Pass	Normalized Protein eXpression	nan
P78362	155	0.43217	0.43217	Pass	Normalized Protein eXpression	nan
Q13241	155	1.34491	6.6085	Pass	Normalized Protein eXpression	nan
O14867	155	0.97071	1.66074	Pass	Normalized Protein eXpression	nan
Q6ZUJ8	155	0.9965	3.92047	Pass	Normalized Protein eXpression	nan
O43597	155	1.19063	2.17448	Pass	Normalized Protein eXpression	nan
P52823	155	0.51524	6.19935	Pass	Normalized Protein eXpression	nan
P27540	155	2.92929	2.92929	Pass	Normalized Protein eXpression	nan
P58499	155	1.00622	4.58215	Pass	Normalized Protein eXpression	nan
O60880	155	0.77129	1.13142	Pass	Normalized Protein eXpression	nan
Q05084	155	1.46808	1.46808	Pass	Normalized Protein eXpression	nan
O00273	155	0.82064	5.39712	Pass	Normalized Protein eXpression	nan
Q96PD2	155	0.57076	8.01312	Pass	Normalized Protein eXpression	nan
Q6DN72	155	0.43869	3.82977	Pass	Normalized Protein eXpression	nan
O76036	155	0.94884	2.97677	Pass	Normalized Protein eXpression	nan
P48061	155	1.16403	1.16403	Pass	Normalized Protein eXpression	nan
P15514	155	0.76687	2.27398	Pass	Normalized Protein eXpression	nan
Q8IU57	155	1.10678	1.10678	Pass	Normalized Protein eXpression	nan
Q9UN19	155	1.5414	2.38684	Pass	Normalized Protein eXpression	nan
Q9Y2J8	155	1.06422	1.06422	Pass	Normalized Protein eXpression	nan
Q9Y3P8	155	0.76831	2.18829	Pass	Normalized Protein eXpression	nan
P48740	155	0.03242	2.41451	Pass	Normalized Protein eXpression	nan
Q9UQV4	155	1.13762	3.66068	Pass	Normalized Protein eXpression	nan
Q9BXN2	155	0.81368	3.41816	Pass	Normalized Protein eXpression	nan
Q6EIG7	155	0.6826	3.06742	Pass	Normalized Protein eXpression	nan
O95786	155	1.15559	2.59753	Pass	Normalized Protein eXpression	nan
P42701	155	0.98978	2.39766	Pass	Normalized Protein eXpression	nan
Q92844	155	1.75015	2.43999	Pass	Normalized Protein eXpression	nan
Q9UKX5	155	0.84376	2.0594	Pass	Normalized Protein eXpression	nan
P52294	155	0.82712	0.82712	Pass	Normalized Protein eXpression	nan
P18627	155	1.08066	2.09455	Pass	Normalized Protein eXpression	nan
P05113	155	0.64146	0.78508	Pass	Normalized Protein eXpression	nan
Q01151	155	0.78714	3.29922	Pass	Normalized Protein eXpression	nan
P18564	155	0.79855	2.43525	Pass	Normalized Protein eXpression	nan
P78410	155	0.8247	3.26624	Pass	Normalized Protein eXpression	nan
P10145	155	1.76831	8.87189	Pass	Normalized Protein eXpression	nan
Q07011	155	0.06083	5.5194	Pass	Normalized Protein eXpression	nan
Q02763	155	1.35677	7.72358	Pass	Normalized Protein eXpression	nan
P80098	155	0.76805	2.91415	Pass	Normalized Protein eXpression	nan
P29965	155	1.11253	6.62367	Pass	Normalized Protein eXpression	nan
P01583	155	2.19049	2.19049	Pass	Normalized Protein eXpression	nan
Q9BZW8	155	0.68579	6.67469	Pass	Normalized Protein eXpression	nan
P01133	155	1.10642	9.04729	Pass	Normalized Protein eXpression	nan
Q15389	155	0.64209	8.7447	Pass	Normalized Protein eXpression	nan
P13232	155	0.84021	3.56361	Pass	Normalized Protein eXpression	nan
P49763	155	1.72873	7.86667	Pass	Normalized Protein eXpression	nan
Q9Y653	155	0.69203	1.22681	Pass	Normalized Protein eXpression	nan
P13500	155	0.61148	10.39921	Pass	Normalized Protein eXpression	nan
O95727	155	0.32476	4.34909	Pass	Normalized Protein eXpression	nan
O14625	155	1.04797	10.69331	Pass	Normalized Protein eXpression	nan
Q99616	155	0.99965	10.38469	Pass	Normalized Protein eXpression	nan
P50591	155	0.29771	7.75916	Pass	Normalized Protein eXpression	nan
Q07325	155	0.74738	7.0304	Pass	Normalized Protein eXpression	nan
P01732	155	0.77683	10.21235	Pass	Normalized Protein eXpression	nan
Q16790	155	-0.03299	3.43919	Pass	Normalized Protein eXpression	nan
P01574	155	1.09494	1.09494	Pass	Normalized Protein eXpression	nan
P00813	155	-0.47292	2.92331	Pass	Normalized Protein eXpression	nan
P01730	155	-0.96613	0.68644	Pass	Normalized Protein eXpression	nan
P29474	155	0.54836	0.54836	Pass	Normalized Protein eXpression	nan
P60568	155	0.73162	0.73162	Pass	Normalized Protein eXpression	nan
O00182	155	1.74286	7.83184	Pass	Normalized Protein eXpression	nan
P35968	155	-0.31619	6.7394	Pass	Normalized Protein eXpression	nan
P25942	155	0.96605	11.69853	Pass	Normalized Protein eXpression	nan
Q14116	155	0.81842	9.36712	Pass	Normalized Protein eXpression	nan
P20718	155	1.44801	3.63274	Pass	Normalized Protein eXpression	nan
P49767	155	-0.83065	0.94051	Pass	Normalized Protein eXpression	nan
P01137	155	0.30101	1.8321	Pass	Normalized Protein eXpression	nan
P09341	155	2.51127	10.63366	Pass	Normalized Protein eXpression	nan
O43557	155	1.48542	5.76284	Pass	Normalized Protein eXpression	nan
O95760	155	1.17001	1.17001	Pass	Normalized Protein eXpression	nan
O43508	155	0.57673	9.09162	Pass	Normalized Protein eXpression	nan
P01127	155	1.2306	11.36674	Pass	Normalized Protein eXpression	nan
Q15116	155	0.96388	3.02526	Pass	Normalized Protein eXpression	nan
P48023	155	1.08608	7.50337	Pass	Normalized Protein eXpression	nan
Q99731	155	1.09786	9.03086	Pass	Normalized Protein eXpression	nan
P80075	155	0.93715	7.56819	Pass	Normalized Protein eXpression	nan
P13236	155	1.23142	7.55927	Pass	Normalized Protein eXpression	nan
Q14213,P29459	155	0.69935	0.69935	Pass	Normalized Protein eXpression	nan
P09382	155	0.93308	6.49199	Pass	Normalized Protein eXpression	nan
Q9NZQ7	155	1.38518	4.95519	Pass	Normalized Protein eXpression	nan
P26842	155	1.32784	7.59827	Pass	Normalized Protein eXpression	nan
P42830	155	1.09124	11.81615	Pass	Normalized Protein eXpression	nan
P14210	155	1.18589	7.40258	Pass	Normalized Protein eXpression	nan
P12544	155	-0.52628	5.41695	Pass	Normalized Protein eXpression	nan
P09601	155	2.59798	13.04656	Pass	Normalized Protein eXpression	nan
P78423	155	0.23477	5.91586	Pass	Normalized Protein eXpression	nan
P02778	155	-0.49055	7.02071	Pass	Normalized Protein eXpression	nan
P32970	155	0.25899	2.63339	Pass	Normalized Protein eXpression	nan
Q9NP84	155	0.98125	5.31908	Pass	Normalized Protein eXpression	nan
P55773	155	1.08332	10.78841	Pass	Normalized Protein eXpression	nan
P06127	155	0.26383	4.84022	Pass	Normalized Protein eXpression	nan
P10147	155	0.78595	6.34486	Pass	Normalized Protein eXpression	nan
P09237	155	1.39934	10.86729	Pass	Normalized Protein eXpression	nan
P07585	155	0.79796	4.69851	Pass	Normalized Protein eXpression	nan
O75509	155	0.78951	8.08489	Pass	Normalized Protein eXpression	nan
P43489	155	1.80556	3.93717	Pass	Normalized Protein eXpression	nan
Q29983,Q29980	155	0.12298	4.98373	Pass	Normalized Protein eXpression	nan
Q92583	155	0.15595	8.21929	Pass	Normalized Protein eXpression	nan
P21246	155	-0.40973	-0.40973	Pass	Normalized Protein eXpression	nan
P01579	155	1.21747	1.21747	Pass	Normalized Protein eXpression	nan
Q14790	155	0.59442	6.07092	Pass	Normalized Protein eXpression	nan
O75144	155	0.86695	5.6121	Pass	Normalized Protein eXpression	nan
P39900	155	-0.30081	4.72193	Pass	Normalized Protein eXpression	nan
O43927	155	0.39592	8.18488	Pass	Normalized Protein eXpression	nan
Q9BQ51	155	0.06975	2.80575	Pass	Normalized Protein eXpression	nan
P15692	155	1.26213	7.80862	Pass	Normalized Protein eXpression	nan
P05112	155	-0.13459	-0.13459	Pass	Normalized Protein eXpression	nan
