protein_id	specimen_id	lower_limit_of_quantitation	protein_expression	quality_control	unit	upper_limit_of_quantitation
P04141	665	0.23842	0.1096	Pass	PG/ML	7812.50002
P09919	665	7.62939	103.09075	Pass	PG/ML	62500.00009
P15692	665	0.47684	179.13225	Pass	PG/ML	7812.50003
Q9P0M4	665	1.90735	17.3839	Pass	PG/ML	7812.5
P01133	665	0.47684	239.61739	Pass	PG/ML	976.5625
P13500	665	0.23842	333.04774	Pass	PG/ML	3906.25002
Q16552	665	0.11921	0.58594	Pass	PG/ML	15625.00005
P13725	665	0.11921	0.36682	Pass	PG/ML	1953.125
P09603	665	0.23842	97.71812	Pass	PG/ML	3906.24999
P13236	665	0.11921	54.7948	Pass	PG/ML	3906.25001
O14625	665	0.11921	387.16848	Pass	PG/ML	1953.12499
P01374	665	0.11921	6.62916	Pass	PG/ML	3906.25001
P80098	665	0.11921	1.80697	Pass	PG/ML	1953.125
P03956	665	0.95367	915.4267	Pass	PG/ML	7812.49998
P80075	517	0.0298	43.53786	Pass	PG/ML	1953.125
O95760	517	0.23842	0.08843	Pass	PG/ML	7812.50001
P48061	517	30.51758	123.04105	Pass	PG/ML	31249.99966
P78380	517	0.95367	80.55105	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	517	0.23842	4.95165	Pass	PG/ML	31250.0
P60568	517	0.11921	nan	Pass	PG/ML	3906.25003
Q07325	517	0.11921	41.86949	Pass	PG/ML	1953.12499
P01135	517	0.47684	4.33586	Pass	PG/ML	1953.12499
P01584	517	0.19073	0.05106	Pass	PG/ML	3125.00001
P05231	517	0.0596	4.96275	Pass	PG/ML	3906.25
P05112	517	0.0596	0.01012	Pass	PG/ML	3906.25
O43508	517	3.8147	280.34017	Pass	PG/ML	15625.00004
Q969D9	517	0.47684	0.02564	Pass	PG/ML	7812.50001
P51671	517	0.23842	217.14693	Pass	PG/ML	15624.99998
P14210	517	0.23842	110.03867	Pass	PG/ML	15624.99995
P49771	517	0.95367	73.96079	Pass	PG/ML	3906.25003
Q96PD4	517	0.23842	0.0507	Pass	PG/ML	3906.24998
P13232	517	0.23842	0.8643	Pass	PG/ML	1953.125
P35225	517	0.47684	0.09174	Pass	PG/ML	15625.00001
Q14116	517	0.95367	260.12892	Pass	PG/ML	15624.99996
Q99616	517	0.0596	333.41189	Pass	PG/ML	1953.125
P50591	517	0.95367	347.80716	Pass	PG/ML	7812.5
P02778	517	0.11921	83.36757	Pass	PG/ML	1953.12501
P01579	517	0.0298	0.20504	Pass	PG/ML	3906.25001
P22301	517	0.11921	5.48619	Pass	PG/ML	31250.00005
Q99731	517	0.95367	83.4436	Pass	PG/ML	1953.125
P01375	517	3.8147	9.04162	Pass	PG/ML	15625.00004
P40933	517	0.11921	10.9784	Pass	PG/ML	15624.99998
P10147	517	0.0298	4.68246	Pass	PG/ML	1953.125
P10145	517	0.23842	4.91424	Pass	PG/ML	1953.125
P39900	517	7.62939	189.58698	Pass	PG/ML	15624.9999
P04141	517	0.23842	0.09299	Pass	PG/ML	7812.50002
P09919	517	7.62939	374.50639	Pass	PG/ML	62500.00009
P15692	517	0.47684	202.12526	Pass	PG/ML	7812.50003
Q9P0M4	517	1.90735	8.58688	Pass	PG/ML	7812.5
P01133	517	0.47684	84.5227	Pass	PG/ML	976.5625
P13500	517	0.23842	261.87044	Pass	PG/ML	3906.25002
Q16552	517	0.11921	0.11903	Pass	PG/ML	15625.00005
P13725	517	0.11921	2.67965	Pass	PG/ML	1953.125
P09603	517	0.23842	116.08869	Pass	PG/ML	3906.24999
P13236	517	0.11921	71.54621	Pass	PG/ML	3906.25001
O14625	517	0.11921	328.88935	Pass	PG/ML	1953.12499
P01374	517	0.11921	7.28535	Pass	PG/ML	3906.25001
P80098	517	0.11921	4.49243	Pass	PG/ML	1953.125
P03956	517	0.95367	570.8409	Pass	PG/ML	7812.49998
P80075	684	0.0298	46.57217	Pass	PG/ML	1953.125
O95760	684	0.23842	0.20227	Pass	PG/ML	7812.50001
P48061	684	30.51758	156.30188	Pass	PG/ML	31249.99966
P78380	684	0.95367	82.32928	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	684	0.23842	6.95859	Pass	PG/ML	31250.0
P60568	684	0.11921	0.01267	Pass	PG/ML	3906.25003
Q07325	684	0.11921	79.38099	Pass	PG/ML	1953.12499
P01135	684	0.47684	4.38374	Pass	PG/ML	1953.12499
P01584	684	0.19073	0.13238	Pass	PG/ML	3125.00001
P05231	684	0.0596	3.10201	Pass	PG/ML	3906.25
P05112	684	0.0596	0.00982	Pass	PG/ML	3906.25
O43508	684	3.8147	353.74881	Pass	PG/ML	15625.00004
Q969D9	684	0.47684	0.53743	Pass	PG/ML	7812.50001
P51671	684	0.23842	216.37451	Pass	PG/ML	15624.99998
P14210	684	0.23842	166.75891	Pass	PG/ML	15624.99995
P49771	684	0.95367	121.16669	Pass	PG/ML	3906.25003
Q96PD4	684	0.23842	0.61527	Pass	PG/ML	3906.24998
P13232	684	0.23842	3.98108	Pass	PG/ML	1953.125
P35225	684	0.47684	0.36539	Pass	PG/ML	15625.00001
Q14116	684	0.95367	227.04739	Pass	PG/ML	15624.99996
Q99616	684	0.0596	313.3343	Pass	PG/ML	1953.125
P50591	684	0.95367	385.76555	Pass	PG/ML	7812.5
P02778	684	0.11921	93.31705	Pass	PG/ML	1953.12501
P01579	684	0.0298	0.15917	Pass	PG/ML	3906.25001
P22301	684	0.11921	6.18604	Pass	PG/ML	31250.00005
Q99731	684	0.95367	138.42737	Pass	PG/ML	1953.125
P01375	684	3.8147	18.809	Pass	PG/ML	15625.00004
P40933	684	0.11921	9.73754	Pass	PG/ML	15624.99998
P10147	684	0.0298	6.86907	Pass	PG/ML	1953.125
P10145	684	0.23842	7.6743	Pass	PG/ML	1953.125
P39900	684	7.62939	331.63265	Pass	PG/ML	15624.9999
P04141	684	0.23842	0.15634	Pass	PG/ML	7812.50002
P09919	684	7.62939	132.96893	Pass	PG/ML	62500.00009
P15692	684	0.47684	215.70956	Pass	PG/ML	7812.50003
Q9P0M4	684	1.90735	24.1548	Pass	PG/ML	7812.5
P01133	684	0.47684	244.0008	Pass	PG/ML	976.5625
P13500	684	0.23842	252.92979	Pass	PG/ML	3906.25002
Q16552	684	0.11921	2.84422	Pass	PG/ML	15625.00005
P13725	684	0.11921	1.82047	Pass	PG/ML	1953.125
P09603	684	0.23842	109.47891	Pass	PG/ML	3906.24999
P13236	684	0.11921	104.56168	Pass	PG/ML	3906.25001
O14625	684	0.11921	420.90377	Pass	PG/ML	1953.12499
P01374	684	0.11921	9.39338	Pass	PG/ML	3906.25001
P80098	684	0.11921	2.34082	Pass	PG/ML	1953.125
P03956	684	0.95367	2283.54127	Pass	PG/ML	7812.49998
P80075	671	0.0298	23.22318	Pass	PG/ML	1953.125
O95760	671	0.23842	0.16061	Pass	PG/ML	7812.50001
P48061	671	30.51758	162.01581	Pass	PG/ML	31249.99966
P78380	671	0.95367	53.0351	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	671	0.23842	4.44782	Pass	PG/ML	31250.0
P60568	671	0.11921	0.00841	Pass	PG/ML	3906.25003
Q07325	671	0.11921	38.99605	Pass	PG/ML	1953.12499
P01135	671	0.47684	3.31617	Pass	PG/ML	1953.12499
P01584	671	0.19073	0.04156	Pass	PG/ML	3125.00001
P05231	671	0.0596	0.7287	Pass	PG/ML	3906.25
P05112	671	0.0596	0.00809	Pass	PG/ML	3906.25
O43508	671	3.8147	343.39555	Pass	PG/ML	15625.00004
Q969D9	671	0.47684	0.17959	Pass	PG/ML	7812.50001
P51671	671	0.23842	183.3024	Pass	PG/ML	15624.99998
P14210	671	0.23842	80.17184	Pass	PG/ML	15624.99995
P49771	671	0.95367	76.70431	Pass	PG/ML	3906.25003
Q96PD4	671	0.23842	0.92725	Pass	PG/ML	3906.24998
P13232	671	0.23842	0.37577	Pass	PG/ML	1953.125
P35225	671	0.47684	0.55897	Pass	PG/ML	15625.00001
Q14116	671	0.95367	128.81893	Pass	PG/ML	15624.99996
Q99616	671	0.0596	140.0444	Pass	PG/ML	1953.125
P50591	671	0.95367	343.23621	Pass	PG/ML	7812.5
P02778	671	0.11921	83.16202	Pass	PG/ML	1953.12501
P01579	671	0.0298	0.20429	Pass	PG/ML	3906.25001
P22301	671	0.11921	6.1411	Pass	PG/ML	31250.00005
Q99731	671	0.95367	126.96835	Pass	PG/ML	1953.125
P01375	671	3.8147	9.66607	Pass	PG/ML	15625.00004
P40933	671	0.11921	9.16526	Pass	PG/ML	15624.99998
P10147	671	0.0298	5.27581	Pass	PG/ML	1953.125
P10145	671	0.23842	4.59779	Pass	PG/ML	1953.125
P39900	671	7.62939	353.02359	Pass	PG/ML	15624.9999
P04141	671	0.23842	0.16688	Pass	PG/ML	7812.50002
P09919	671	7.62939	46.19697	Pass	PG/ML	62500.00009
P15692	671	0.47684	148.68877	Pass	PG/ML	7812.50003
Q9P0M4	671	1.90735	12.39099	Pass	PG/ML	7812.5
P01133	671	0.47684	57.86597	Pass	PG/ML	976.5625
P13500	671	0.23842	312.37262	Pass	PG/ML	3906.25002
Q16552	671	0.11921	0.3	Pass	PG/ML	15625.00005
P13725	671	0.11921	0.97235	Pass	PG/ML	1953.125
P09603	671	0.23842	105.02338	Pass	PG/ML	3906.24999
P13236	671	0.11921	43.3201	Pass	PG/ML	3906.25001
O14625	671	0.11921	336.67542	Pass	PG/ML	1953.12499
P01374	671	0.11921	5.84486	Pass	PG/ML	3906.25001
P80098	671	0.11921	1.93249	Pass	PG/ML	1953.125
P03956	671	0.95367	466.23747	Pass	PG/ML	7812.49998
P80075	521	0.0298	29.92273	Pass	PG/ML	1953.125
O95760	521	0.23842	0.01342	Pass	PG/ML	7812.50001
P48061	521	30.51758	135.45459	Pass	PG/ML	31249.99966
P78380	521	0.95367	310.1798	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	521	0.23842	3.44553	Pass	PG/ML	31250.0
P60568	521	0.11921	0.00289	Pass	PG/ML	3906.25003
Q07325	521	0.11921	66.22836	Pass	PG/ML	1953.12499
P01135	521	0.47684	7.17383	Pass	PG/ML	1953.12499
P01584	521	0.19073	0.1087	Pass	PG/ML	3125.00001
P05231	521	0.0596	2.26006	Pass	PG/ML	3906.25
P05112	521	0.0596	0.00916	Pass	PG/ML	3906.25
O43508	521	3.8147	257.32728	Pass	PG/ML	15625.00004
Q969D9	521	0.47684	0.03812	Pass	PG/ML	7812.50001
P51671	521	0.23842	284.2402	Pass	PG/ML	15624.99998
P14210	521	0.23842	230.85202	Pass	PG/ML	15624.99995
P49771	521	0.95367	113.21233	Pass	PG/ML	3906.25003
Q96PD4	521	0.23842	0.99041	Pass	PG/ML	3906.24998
P13232	521	0.23842	0.4819	Pass	PG/ML	1953.125
P35225	521	0.47684	0.03073	Pass	PG/ML	15625.00001
Q14116	521	0.95367	265.42014	Pass	PG/ML	15624.99996
Q99616	521	0.0596	606.31259	Pass	PG/ML	1953.125
P50591	521	0.95367	314.25904	Pass	PG/ML	7812.5
P02778	521	0.11921	91.50004	Pass	PG/ML	1953.12501
P01579	521	0.0298	0.16093	Pass	PG/ML	3906.25001
P22301	521	0.11921	7.92522	Pass	PG/ML	31250.00005
Q99731	521	0.95367	107.48543	Pass	PG/ML	1953.125
P01375	521	3.8147	12.1052	Pass	PG/ML	15625.00004
P40933	521	0.11921	10.21334	Pass	PG/ML	15624.99998
P10147	521	0.0298	6.50128	Pass	PG/ML	1953.125
P10145	521	0.23842	14.73112	Pass	PG/ML	1953.125
P39900	521	7.62939	441.20201	Pass	PG/ML	15624.9999
P04141	521	0.23842	0.11458	Pass	PG/ML	7812.50002
P09919	521	7.62939	50.36933	Pass	PG/ML	62500.00009
P15692	521	0.47684	206.49011	Pass	PG/ML	7812.50003
Q9P0M4	521	1.90735	9.7137	Pass	PG/ML	7812.5
P01133	521	0.47684	82.61401	Pass	PG/ML	976.5625
P13500	521	0.23842	338.83777	Pass	PG/ML	3906.25002
Q16552	521	0.11921	0.32062	Pass	PG/ML	15625.00005
P13725	521	0.11921	4.88552	Pass	PG/ML	1953.125
P09603	521	0.23842	112.73342	Pass	PG/ML	3906.24999
P13236	521	0.11921	79.31719	Pass	PG/ML	3906.25001
O14625	521	0.11921	447.10809	Pass	PG/ML	1953.12499
P01374	521	0.11921	6.86881	Pass	PG/ML	3906.25001
P80098	521	0.11921	7.34487	Pass	PG/ML	1953.125
P03956	521	0.95367	907.08082	Pass	PG/ML	7812.49998
P80075	515	0.0298	39.65224	Pass	PG/ML	1953.125
O95760	515	0.23842	0.13326	Pass	PG/ML	7812.50001
P48061	515	30.51758	107.59716	Pass	PG/ML	31249.99966
P78380	515	0.95367	187.33607	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	515	0.23842	5.67083	Pass	PG/ML	31250.0
P60568	515	0.11921	0.0189	Pass	PG/ML	3906.25003
Q07325	515	0.11921	43.42361	Pass	PG/ML	1953.12499
P01135	515	0.47684	6.7903	Pass	PG/ML	1953.12499
P01584	515	0.19073	0.04945	Pass	PG/ML	3125.00001
P05231	515	0.0596	4.56381	Pass	PG/ML	3906.25
P05112	515	0.0596	0.00921	Pass	PG/ML	3906.25
O43508	515	3.8147	289.94554	Pass	PG/ML	15625.00004
Q969D9	515	0.47684	0.02247	Pass	PG/ML	7812.50001
P51671	515	0.23842	197.25203	Pass	PG/ML	15624.99998
P14210	515	0.23842	127.8982	Pass	PG/ML	15624.99995
P49771	515	0.95367	101.53617	Pass	PG/ML	3906.25003
Q96PD4	515	0.23842	nan	Pass	PG/ML	3906.24998
P13232	515	0.23842	1.04092	Pass	PG/ML	1953.125
P35225	515	0.47684	0.10053	Pass	PG/ML	15625.00001
Q14116	515	0.95367	286.04906	Pass	PG/ML	15624.99996
Q99616	515	0.0596	289.84069	Pass	PG/ML	1953.125
P50591	515	0.95367	331.84988	Pass	PG/ML	7812.5
P02778	515	0.11921	87.96352	Pass	PG/ML	1953.12501
P01579	515	0.0298	0.33195	Pass	PG/ML	3906.25001
P22301	515	0.11921	6.30183	Pass	PG/ML	31250.00005
Q99731	515	0.95367	71.10042	Pass	PG/ML	1953.125
P01375	515	3.8147	11.94813	Pass	PG/ML	15625.00004
P40933	515	0.11921	11.86168	Pass	PG/ML	15624.99998
P10147	515	0.0298	5.8972	Pass	PG/ML	1953.125
P10145	515	0.23842	5.04155	Pass	PG/ML	1953.125
P39900	515	7.62939	160.56877	Pass	PG/ML	15624.9999
P04141	515	0.23842	0.15561	Pass	PG/ML	7812.50002
P09919	515	7.62939	405.49408	Pass	PG/ML	62500.00009
P15692	515	0.47684	222.91553	Pass	PG/ML	7812.50003
Q9P0M4	515	1.90735	7.10449	Pass	PG/ML	7812.5
P01133	515	0.47684	68.9399	Pass	PG/ML	976.5625
P13500	515	0.23842	236.6542	Pass	PG/ML	3906.25002
Q16552	515	0.11921	0.07814	Pass	PG/ML	15625.00005
P13725	515	0.11921	4.91234	Pass	PG/ML	1953.125
P09603	515	0.23842	131.447	Pass	PG/ML	3906.24999
P13236	515	0.11921	84.80938	Pass	PG/ML	3906.25001
O14625	515	0.11921	336.64026	Pass	PG/ML	1953.12499
P01374	515	0.11921	7.051	Pass	PG/ML	3906.25001
P80098	515	0.11921	4.59714	Pass	PG/ML	1953.125
P03956	515	0.95367	539.18325	Pass	PG/ML	7812.49998
P80075	683	0.0298	38.88039	Pass	PG/ML	1953.125
O95760	683	0.23842	0.20229	Pass	PG/ML	7812.50001
P48061	683	30.51758	136.71579	Pass	PG/ML	31249.99966
P78380	683	0.95367	126.54404	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	683	0.23842	5.55733	Pass	PG/ML	31250.0
P60568	683	0.11921	0.00786	Pass	PG/ML	3906.25003
Q07325	683	0.11921	86.32824	Pass	PG/ML	1953.12499
P01135	683	0.47684	6.07505	Pass	PG/ML	1953.12499
P01584	683	0.19073	0.09594	Pass	PG/ML	3125.00001
P05231	683	0.0596	4.06519	Pass	PG/ML	3906.25
P05112	683	0.0596	0.00919	Pass	PG/ML	3906.25
O43508	683	3.8147	295.41401	Pass	PG/ML	15625.00004
Q969D9	683	0.47684	0.42934	Pass	PG/ML	7812.50001
P51671	683	0.23842	217.78159	Pass	PG/ML	15624.99998
P14210	683	0.23842	186.25095	Pass	PG/ML	15624.99995
P49771	683	0.95367	93.58367	Pass	PG/ML	3906.25003
Q96PD4	683	0.23842	0.65771	Pass	PG/ML	3906.24998
P13232	683	0.23842	3.21906	Pass	PG/ML	1953.125
P35225	683	0.47684	0.18644	Pass	PG/ML	15625.00001
Q14116	683	0.95367	203.59063	Pass	PG/ML	15624.99996
Q99616	683	0.0596	285.58668	Pass	PG/ML	1953.125
P50591	683	0.95367	422.76388	Pass	PG/ML	7812.5
P02778	683	0.11921	97.17133	Pass	PG/ML	1953.12501
P01579	683	0.0298	0.38121	Pass	PG/ML	3906.25001
P22301	683	0.11921	6.48999	Pass	PG/ML	31250.00005
Q99731	683	0.95367	152.63782	Pass	PG/ML	1953.125
P01375	683	3.8147	16.46408	Pass	PG/ML	15625.00004
P40933	683	0.11921	8.95406	Pass	PG/ML	15624.99998
P10147	683	0.0298	5.94877	Pass	PG/ML	1953.125
P10145	683	0.23842	7.5225	Pass	PG/ML	1953.125
P39900	683	7.62939	282.22167	Pass	PG/ML	15624.9999
P04141	683	0.23842	0.11733	Pass	PG/ML	7812.50002
P09919	683	7.62939	120.25994	Pass	PG/ML	62500.00009
P15692	683	0.47684	202.56195	Pass	PG/ML	7812.50003
Q9P0M4	683	1.90735	29.12409	Pass	PG/ML	7812.5
P01133	683	0.47684	168.02981	Pass	PG/ML	976.5625
P13500	683	0.23842	252.89053	Pass	PG/ML	3906.25002
Q16552	683	0.11921	1.97058	Pass	PG/ML	15625.00005
P13725	683	0.11921	4.43677	Pass	PG/ML	1953.125
P09603	683	0.23842	116.88141	Pass	PG/ML	3906.24999
P13236	683	0.11921	84.20897	Pass	PG/ML	3906.25001
O14625	683	0.11921	386.23926	Pass	PG/ML	1953.12499
P01374	683	0.11921	7.52935	Pass	PG/ML	3906.25001
P80098	683	0.11921	2.02731	Pass	PG/ML	1953.125
P03956	683	0.95367	1394.04172	Pass	PG/ML	7812.49998
P80075	668	0.0298	28.05502	Pass	PG/ML	1953.125
O95760	668	0.23842	0.15954	Pass	PG/ML	7812.50001
P48061	668	30.51758	140.11309	Pass	PG/ML	31249.99966
P78380	668	0.95367	55.11555	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	668	0.23842	5.30349	Pass	PG/ML	31250.0
P60568	668	0.11921	nan	Pass	PG/ML	3906.25003
Q07325	668	0.11921	47.34462	Pass	PG/ML	1953.12499
P01135	668	0.47684	3.28879	Pass	PG/ML	1953.12499
P01584	668	0.19073	0.0376	Pass	PG/ML	3125.00001
P05231	668	0.0596	1.01967	Pass	PG/ML	3906.25
P05112	668	0.0596	0.01588	Pass	PG/ML	3906.25
O43508	668	3.8147	310.08243	Pass	PG/ML	15625.00004
Q969D9	668	0.47684	0.06139	Pass	PG/ML	7812.50001
P51671	668	0.23842	176.63297	Pass	PG/ML	15624.99998
P14210	668	0.23842	95.82426	Pass	PG/ML	15624.99995
P49771	668	0.95367	110.4545	Pass	PG/ML	3906.25003
Q96PD4	668	0.23842	1.2375	Pass	PG/ML	3906.24998
P13232	668	0.23842	0.41004	Pass	PG/ML	1953.125
P35225	668	0.47684	3.36629	Pass	PG/ML	15625.00001
Q14116	668	0.95367	156.46821	Pass	PG/ML	15624.99996
Q99616	668	0.0596	163.8764	Pass	PG/ML	1953.125
P50591	668	0.95367	342.20598	Pass	PG/ML	7812.5
P02778	668	0.11921	49.47974	Pass	PG/ML	1953.12501
P01579	668	0.0298	0.19176	Pass	PG/ML	3906.25001
P22301	668	0.11921	3.38981	Pass	PG/ML	31250.00005
Q99731	668	0.95367	92.06613	Pass	PG/ML	1953.125
P01375	668	3.8147	11.16036	Pass	PG/ML	15625.00004
P40933	668	0.11921	8.67	Pass	PG/ML	15624.99998
P10147	668	0.0298	3.89602	Pass	PG/ML	1953.125
P10145	668	0.23842	3.84138	Pass	PG/ML	1953.125
P39900	668	7.62939	181.39957	Pass	PG/ML	15624.9999
P04141	668	0.23842	0.08382	Pass	PG/ML	7812.50002
P09919	668	7.62939	45.22187	Pass	PG/ML	62500.00009
P15692	668	0.47684	145.27717	Pass	PG/ML	7812.50003
Q9P0M4	668	1.90735	11.04206	Pass	PG/ML	7812.5
P01133	668	0.47684	100.14479	Pass	PG/ML	976.5625
P13500	668	0.23842	294.89132	Pass	PG/ML	3906.25002
Q16552	668	0.11921	0.45922	Pass	PG/ML	15625.00005
P13725	668	0.11921	1.19004	Pass	PG/ML	1953.125
P09603	668	0.23842	86.73555	Pass	PG/ML	3906.24999
P13236	668	0.11921	37.56618	Pass	PG/ML	3906.25001
O14625	668	0.11921	407.62428	Pass	PG/ML	1953.12499
P01374	668	0.11921	5.68547	Pass	PG/ML	3906.25001
P80098	668	0.11921	1.26857	Pass	PG/ML	1953.125
P03956	668	0.95367	542.14377	Pass	PG/ML	7812.49998
P80075	564	0.0298	19.70791	Pass	PG/ML	1953.125
O95760	564	0.23842	0.17306	Pass	PG/ML	7812.50001
P48061	564	30.51758	147.0609	Pass	PG/ML	31249.99966
P78380	564	0.95367	54.60578	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	564	0.23842	6.08204	Pass	PG/ML	31250.0
P60568	564	0.11921	0.00664	Pass	PG/ML	3906.25003
Q07325	564	0.11921	85.90527	Pass	PG/ML	1953.12499
P01135	564	0.47684	4.96282	Pass	PG/ML	1953.12499
P01584	564	0.19073	0.11626	Pass	PG/ML	3125.00001
P05231	564	0.0596	1.24669	Pass	PG/ML	3906.25
P05112	564	0.0596	0.00793	Pass	PG/ML	3906.25
O43508	564	3.8147	216.94501	Pass	PG/ML	15625.00004
Q969D9	564	0.47684	0.02553	Pass	PG/ML	7812.50001
P51671	564	0.23842	155.23306	Pass	PG/ML	15624.99998
P14210	564	0.23842	87.44394	Pass	PG/ML	15624.99995
P49771	564	0.95367	103.58262	Pass	PG/ML	3906.25003
Q96PD4	564	0.23842	0.27723	Pass	PG/ML	3906.24998
P13232	564	0.23842	0.64461	Pass	PG/ML	1953.125
P35225	564	0.47684	0.13154	Pass	PG/ML	15625.00001
Q14116	564	0.95367	201.23386	Pass	PG/ML	15624.99996
Q99616	564	0.0596	162.51474	Pass	PG/ML	1953.125
P50591	564	0.95367	338.11304	Pass	PG/ML	7812.5
P02778	564	0.11921	134.79593	Pass	PG/ML	1953.12501
P01579	564	0.0298	1.76806	Pass	PG/ML	3906.25001
P22301	564	0.11921	5.2643	Pass	PG/ML	31250.00005
Q99731	564	0.95367	123.87375	Pass	PG/ML	1953.125
P01375	564	3.8147	13.51228	Pass	PG/ML	15625.00004
P40933	564	0.11921	11.54385	Pass	PG/ML	15624.99998
P10147	564	0.0298	4.16248	Pass	PG/ML	1953.125
P10145	564	0.23842	4.04449	Pass	PG/ML	1953.125
P39900	564	7.62939	210.14401	Pass	PG/ML	15624.9999
P04141	564	0.23842	0.10223	Pass	PG/ML	7812.50002
P09919	564	7.62939	90.46869	Pass	PG/ML	62500.00009
P15692	564	0.47684	232.81203	Pass	PG/ML	7812.50003
Q9P0M4	564	1.90735	12.17977	Pass	PG/ML	7812.5
P01133	564	0.47684	174.70909	Pass	PG/ML	976.5625
P13500	564	0.23842	183.92583	Pass	PG/ML	3906.25002
Q16552	564	0.11921	0.62383	Pass	PG/ML	15625.00005
P13725	564	0.11921	1.76422	Pass	PG/ML	1953.125
P09603	564	0.23842	162.95705	Pass	PG/ML	3906.24999
P13236	564	0.11921	61.16256	Pass	PG/ML	3906.25001
O14625	564	0.11921	727.55929	Pass	PG/ML	1953.12499
P01374	564	0.11921	9.0801	Pass	PG/ML	3906.25001
P80098	564	0.11921	1.82319	Pass	PG/ML	1953.125
P03956	564	0.95367	618.84023	Pass	PG/ML	7812.49998
P80075	513	0.0298	43.31539	Pass	PG/ML	1953.125
O95760	513	0.23842	0.05872	Pass	PG/ML	7812.50001
P48061	513	30.51758	94.53291	Pass	PG/ML	31249.99966
P78380	513	0.95367	235.11163	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	513	0.23842	6.72979	Pass	PG/ML	31250.0
P60568	513	0.11921	nan	Pass	PG/ML	3906.25003
Q07325	513	0.11921	48.47396	Pass	PG/ML	1953.12499
P01135	513	0.47684	7.7523	Pass	PG/ML	1953.12499
P01584	513	0.19073	0.05241	Pass	PG/ML	3125.00001
P05231	513	0.0596	4.43174	Pass	PG/ML	3906.25
P05112	513	0.0596	0.01601	Pass	PG/ML	3906.25
O43508	513	3.8147	292.12589	Pass	PG/ML	15625.00004
Q969D9	513	0.47684	0.04513	Pass	PG/ML	7812.50001
P51671	513	0.23842	201.20445	Pass	PG/ML	15624.99998
P14210	513	0.23842	144.55705	Pass	PG/ML	15624.99995
P49771	513	0.95367	89.4259	Pass	PG/ML	3906.25003
Q96PD4	513	0.23842	0.04635	Pass	PG/ML	3906.24998
P13232	513	0.23842	0.98595	Pass	PG/ML	1953.125
P35225	513	0.47684	0.15851	Pass	PG/ML	15625.00001
Q14116	513	0.95367	291.67923	Pass	PG/ML	15624.99996
Q99616	513	0.0596	287.39899	Pass	PG/ML	1953.125
P50591	513	0.95367	356.18558	Pass	PG/ML	7812.5
P02778	513	0.11921	79.99991	Pass	PG/ML	1953.12501
P01579	513	0.0298	0.29844	Pass	PG/ML	3906.25001
P22301	513	0.11921	6.95371	Pass	PG/ML	31250.00005
Q99731	513	0.95367	64.25795	Pass	PG/ML	1953.125
P01375	513	3.8147	10.63081	Pass	PG/ML	15625.00004
P40933	513	0.11921	10.74064	Pass	PG/ML	15624.99998
P10147	513	0.0298	6.13319	Pass	PG/ML	1953.125
P10145	513	0.23842	7.28871	Pass	PG/ML	1953.125
P39900	513	7.62939	160.87305	Pass	PG/ML	15624.9999
P04141	513	0.23842	0.07867	Pass	PG/ML	7812.50002
P09919	513	7.62939	391.4029	Pass	PG/ML	62500.00009
P15692	513	0.47684	241.62476	Pass	PG/ML	7812.50003
Q9P0M4	513	1.90735	9.09793	Pass	PG/ML	7812.5
P01133	513	0.47684	82.56121	Pass	PG/ML	976.5625
P13500	513	0.23842	245.05241	Pass	PG/ML	3906.25002
Q16552	513	0.11921	0.1357	Pass	PG/ML	15625.00005
P13725	513	0.11921	6.03274	Pass	PG/ML	1953.125
P09603	513	0.23842	133.68369	Pass	PG/ML	3906.24999
P13236	513	0.11921	86.06234	Pass	PG/ML	3906.25001
O14625	513	0.11921	359.04305	Pass	PG/ML	1953.12499
P01374	513	0.11921	7.01219	Pass	PG/ML	3906.25001
P80098	513	0.11921	4.30705	Pass	PG/ML	1953.125
P03956	513	0.95367	596.63057	Pass	PG/ML	7812.49998
P80075	670	0.0298	24.63492	Pass	PG/ML	1953.125
O95760	670	0.23842	0.20561	Pass	PG/ML	7812.50001
P48061	670	30.51758	163.54932	Pass	PG/ML	31249.99966
P78380	670	0.95367	96.24551	Pass	PG/ML	3906.25002
Q8NEV9_Q14213	670	0.23842	7.09959	Pass	PG/ML	31250.0
P60568	670	0.11921	0.01709	Pass	PG/ML	3906.25003
Q07325	670	0.11921	38.09664	Pass	PG/ML	1953.12499
P01135	670	0.47684	4.78618	Pass	PG/ML	1953.12499
P01584	670	0.19073	0.03686	Pass	PG/ML	3125.00001
P05231	670	0.0596	1.72875	Pass	PG/ML	3906.25
P05112	670	0.0596	0.00958	Pass	PG/ML	3906.25
O43508	670	3.8147	389.53342	Pass	PG/ML	15625.00004
Q969D9	670	0.47684	0.222	Pass	PG/ML	7812.50001
P51671	670	0.23842	218.61921	Pass	PG/ML	15624.99998
